project_id,project_name,project_type,client,priority,status,start_date,end_date,budget_usd,actual_spend_usd,project_manager_id,tech_lead_id,team_size,avg_velocity,client_satisfaction,region,billable
778604,Cornerstone Inc – Data Pipeline,Data Pipeline,Frontier AI,High,In Progress,2024-02-16,2025-05-03,594688,583350,428709,587274,21,50.5,,North America,Yes
637555,GlobalTech – API Integration,API Integration,Keystone Partners,Low,In Progress,2023-02-27,2024-01-30,55867,39384,695225,270555,15,44.2,,LATAM,Yes
142402,Keystone Partners – Marketing Campaign,Marketing Campaign,InnovateCo,Medium,In Progress,2024-01-01,2024-04-19,137561,116991,185461,588983,22,22.6,,North America,Yes
590963,InnovateCo – Security Audit,Security Audit,GlobalTech,High,Planning,2020-09-18,2021-10-03,580811,34894,955015,327558,9,,,APAC,Yes
677759,Elevate Health – Mobile App,Mobile App,JetStream LLC,Critical,On Hold,2022-04-25,2022-07-12,425721,312502,893988,517584,25,29.7,,North America,Yes
219470,Elevate Health – ERP Implementation,ERP Implementation,Frontier AI,High,Planning,2020-04-02,2020-06-13,271059,45695,574379,913331,24,,,Middle East,No
894143,BlueSky Ltd – ERP Implementation,ERP Implementation,GlobalTech,Medium,In Progress,2020-06-09,2021-07-26,118142,56638,939333,586288,23,34.2,,Middle East,Yes
106131,JetStream LLC – Security Audit,Security Audit,NovaCare,High,Completed,2022-07-31,2023-08-19,260077,222998,971662,329642,23,53.9,3.7,Middle East,Yes
824211,NovaCare – Security Audit,Security Audit,Apex Corp,Medium,Completed,2021-01-25,2021-04-22,85582,35503,616256,776234,24,34.5,4.9,Europe,No
780130,Cornerstone Inc – Data Pipeline,Data Pipeline,LumaMedia,Medium,In Progress,2024-04-25,2025-01-17,120094,44816,952679,613426,15,45.2,,LATAM,No
594392,Frontier AI – Web Platform,Web Platform,Apex Corp,Low,On Hold,2023-03-12,2024-06-08,36801,17338,210790,752483,3,39.0,,North America,No
535878,Apex Corp – ERP Implementation,ERP Implementation,InnovateCo,Medium,Completed,2022-11-17,2023-10-15,275588,176301,253557,206176,23,58.0,3.1,North America,No
704402,Frontier AI – AI/ML Model,AI/ML Model,HorizonBank,High,In Progress,2022-08-27,2022-11-24,759792,497334,185461,241003,22,24.4,,LATAM,Yes
269170,LumaMedia – Cloud Migration,Cloud Migration,Keystone Partners,Medium,In Progress,2022-11-05,2023-03-27,200275,134663,988456,587274,12,58.7,,LATAM,Yes
407645,LumaMedia – Security Audit,Security Audit,BlueSky Ltd,Low,Planning,2020-11-27,2021-11-10,52219,8312,414164,883301,24,,,LATAM,Yes
281708,Delta Systems – API Integration,API Integration,InnovateCo,High,On Hold,2022-05-01,2023-09-25,596094,229954,156778,742039,9,26.9,,North America,Yes
476215,GlobalTech – Cloud Migration,Cloud Migration,BlueSky Ltd,Medium,Cancelled,2022-10-28,2022-12-13,103154,46265,806707,848022,12,,,Middle East,Yes
226550,LumaMedia – Marketing Campaign,Marketing Campaign,NovaCare,Medium,In Progress,2021-12-28,2023-02-24,155173,177613,340062,972496,19,37.2,,Middle East,Yes
840719,JetStream LLC – Web Platform,Web Platform,Meridian Group,Low,Planning,2024-03-27,2024-06-21,64917,12498,811256,210665,21,,,North America,Yes
631948,HorizonBank – Mobile App,Mobile App,Meridian Group,High,Cancelled,2022-01-10,2022-04-30,203794,211994,345722,146032,24,,,Middle East,No
868136,GlobalTech – Mobile App,Mobile App,Meridian Group,High,Cancelled,2020-10-09,2021-01-09,461405,269652,960408,502219,16,,,North America,Yes
975365,Frontier AI – ERP Implementation,ERP Implementation,Keystone Partners,Medium,In Progress,2021-06-28,2022-02-03,284777,126888,429657,984756,15,44.8,,Europe,Yes
889794,NovaCare – Marketing Campaign,Marketing Campaign,InnovateCo,Low,Planning,2022-05-28,2023-01-24,34908,963,865179,612340,16,,,APAC,Yes
564077,Meridian Group – Data Pipeline,Data Pipeline,Cornerstone Inc,Critical,Cancelled,2020-05-22,2020-08-03,1890822,1398728,803571,463546,14,,,LATAM,Yes
512369,OmegaRetail – Web Platform,Web Platform,Keystone Partners,High,On Hold,2023-12-31,2025-03-14,140617,159048,517584,913331,18,50.3,,Middle East,Yes
856601,Delta Systems – AI/ML Model,AI/ML Model,OmegaRetail,Medium,Completed,2023-06-04,2024-10-17,166685,177549,952679,935474,14,35.9,3.6,Middle East,No
831351,LumaMedia – AI/ML Model,AI/ML Model,LumaMedia,Low,Planning,2020-06-21,2020-08-08,30859,5437,793805,387813,14,,,Europe,Yes
324116,Meridian Group – Mobile App,Mobile App,Elevate Health,Medium,On Hold,2020-11-23,2021-01-03,198629,187404,350280,249811,19,30.5,,LATAM,Yes
867543,Elevate Health – Web Platform,Web Platform,JetStream LLC,Medium,In Progress,2020-04-07,2021-05-29,286075,172017,265649,493892,16,33.1,,North America,No
455446,BlueSky Ltd – API Integration,API Integration,Frontier AI,Medium,In Progress,2024-01-04,2024-11-22,176867,95836,374258,938338,24,23.9,,Middle East,Yes
962813,HorizonBank – AI/ML Model,AI/ML Model,Delta Systems,Low,Completed,2022-04-23,2022-07-03,24209,21906,532699,940181,15,51.6,4.7,LATAM,Yes
487233,LumaMedia – Marketing Campaign,Marketing Campaign,OmegaRetail,Low,On Hold,2022-03-19,2023-07-08,78265,58002,526911,671015,17,11.6,,LATAM,No
963829,BlueSky Ltd – Data Pipeline,Data Pipeline,LumaMedia,High,On Hold,2022-07-26,2022-10-30,213299,151879,335421,308376,18,7.5,,Europe,No
596349,Apex Corp – Web Platform,Web Platform,InnovateCo,High,On Hold,2020-08-31,2021-08-04,467272,506262,182175,865179,5,49.3,,Europe,Yes
489511,Apex Corp – Cloud Migration,Cloud Migration,OmegaRetail,Medium,In Progress,2020-10-19,2021-01-29,174130,124161,329448,916776,15,48.8,,APAC,Yes
326053,Meridian Group – Data Pipeline,Data Pipeline,GlobalTech,Low,Completed,2020-05-18,2021-09-05,21033,16098,735324,574379,17,24.1,4.8,LATAM,Yes
898963,Meridian Group – Data Pipeline,Data Pipeline,JetStream LLC,Low,Planning,2020-11-01,2022-02-17,63973,8536,345722,148174,4,,,Middle East,No
506045,Keystone Partners – API Integration,API Integration,BlueSky Ltd,Low,In Progress,2023-10-05,2025-02-01,75909,25729,349183,431752,10,31.1,,Europe,Yes
699780,JetStream LLC – Cloud Migration,Cloud Migration,InnovateCo,High,Cancelled,2023-06-21,2024-04-23,666523,248199,816412,911032,3,,,Europe,No
627054,NovaCare – Web Platform,Web Platform,LumaMedia,High,Cancelled,2020-02-08,2020-07-27,637695,288736,290556,403915,9,,,Middle East,No
188759,GlobalTech – Marketing Campaign,Marketing Campaign,Elevate Health,Medium,In Progress,2020-02-17,2020-09-08,43584,31282,127965,680358,15,52.5,,North America,Yes
204158,Keystone Partners – Marketing Campaign,Marketing Campaign,Cornerstone Inc,High,In Progress,2024-04-22,2024-07-06,231030,105180,856442,201377,15,40.2,,North America,Yes
290272,BlueSky Ltd – Web Platform,Web Platform,Apex Corp,Critical,In Progress,2020-10-18,2021-06-16,1017762,390751,575458,387782,10,22.0,,Europe,Yes
888669,Frontier AI – Product Launch,Product Launch,HorizonBank,Medium,In Progress,2022-02-27,2023-07-28,286664,269329,499974,182857,3,53.9,,Middle East,No
168637,Keystone Partners – ERP Implementation,ERP Implementation,Meridian Group,Critical,In Progress,2020-02-08,2020-07-24,1528632,762297,539898,988456,23,54.4,,Europe,Yes
695848,GlobalTech – Security Audit,Security Audit,OmegaRetail,Low,Completed,2020-10-18,2021-05-27,70592,33385,376021,211341,9,50.1,3.8,Middle East,No
143822,JetStream LLC – Web Platform,Web Platform,Elevate Health,Low,Planning,2020-12-08,2021-01-07,42912,5604,211090,506945,10,,,LATAM,Yes
983360,Elevate Health – API Integration,API Integration,OmegaRetail,Medium,Completed,2023-02-27,2023-05-03,104628,97126,955015,997594,14,30.8,4.3,LATAM,Yes
740098,Keystone Partners – Marketing Campaign,Marketing Campaign,Frontier AI,Medium,Cancelled,2024-03-21,2025-04-17,199639,167675,812048,858705,9,,,APAC,Yes
582134,GlobalTech – Product Launch,Product Launch,InnovateCo,Medium,Completed,2020-01-05,2020-12-11,90110,76546,414777,966662,2,16.6,4.2,LATAM,No
664271,JetStream LLC – Mobile App,Mobile App,Frontier AI,High,On Hold,2023-10-07,2024-06-20,112450,119049,374258,493892,13,49.5,,LATAM,Yes
979908,Meridian Group – Web Platform,Web Platform,Elevate Health,High,In Progress,2022-06-29,2022-08-02,468477,513362,152062,503457,2,36.0,,APAC,Yes
194336,HorizonBank – Product Launch,Product Launch,OmegaRetail,Medium,Planning,2022-10-08,2024-03-16,135945,6369,178957,657487,10,,,Middle East,Yes
107482,Cornerstone Inc – API Integration,API Integration,BlueSky Ltd,Low,Completed,2022-10-08,2023-02-02,41352,32409,120053,770487,23,36.7,4.0,Middle East,Yes
882209,NovaCare – Mobile App,Mobile App,Keystone Partners,High,In Progress,2022-12-07,2024-01-14,677586,695987,210665,148050,8,20.1,,North America,Yes
813745,InnovateCo – Marketing Campaign,Marketing Campaign,HorizonBank,Low,Completed,2023-08-24,2023-10-19,60982,51518,567200,387782,15,44.9,2.8,LATAM,Yes
642383,BlueSky Ltd – Web Platform,Web Platform,OmegaRetail,Medium,Completed,2022-12-26,2023-09-11,165716,179078,463546,966662,14,27.8,3.0,Middle East,Yes
873266,JetStream LLC – API Integration,API Integration,Meridian Group,Low,Completed,2021-11-05,2022-05-13,37765,17649,848022,974190,22,49.3,4.5,APAC,Yes
359159,JetStream LLC – Mobile App,Mobile App,HorizonBank,Low,Completed,2021-11-14,2022-09-06,49669,50048,745239,221707,4,45.8,4.4,North America,No
707056,Keystone Partners – Mobile App,Mobile App,GlobalTech,High,Completed,2023-11-21,2024-01-23,114963,71367,210665,530764,3,49.3,3.3,North America,Yes
810477,NovaCare – Web Platform,Web Platform,JetStream LLC,Critical,In Progress,2020-07-15,2021-06-26,1982430,1237506,167603,701344,9,31.7,,Middle East,Yes
575436,Meridian Group – Security Audit,Security Audit,Apex Corp,Low,Planning,2023-06-22,2023-09-11,61112,10754,803571,265649,23,,,LATAM,Yes
716366,Frontier AI – API Integration,API Integration,GlobalTech,High,Completed,2020-05-18,2021-04-16,92885,74855,329471,327558,8,43.1,3.8,LATAM,No
294954,Meridian Group – API Integration,API Integration,Frontier AI,High,Planning,2021-09-30,2022-08-25,126211,1526,127965,308376,22,,,APAC,Yes
254569,Cornerstone Inc – ERP Implementation,ERP Implementation,Apex Corp,Medium,On Hold,2020-01-17,2020-11-07,199778,109359,988456,822730,23,34.5,,Europe,Yes
542563,NovaCare – AI/ML Model,AI/ML Model,JetStream LLC,Medium,Completed,2021-11-30,2022-04-05,125518,121435,464354,414777,24,33.2,4.2,Middle East,Yes
746030,Delta Systems – Cloud Migration,Cloud Migration,LumaMedia,Low,In Progress,2020-03-27,2021-01-04,26270,10222,446968,118786,22,25.4,,Europe,No
754227,Apex Corp – API Integration,API Integration,InnovateCo,Medium,In Progress,2022-02-08,2022-06-23,193809,191130,736129,573866,2,34.9,,North America,Yes
404691,Delta Systems – ERP Implementation,ERP Implementation,OmegaRetail,Medium,Cancelled,2020-03-01,2020-07-10,208696,70397,180674,639593,7,,,APAC,Yes
456324,Keystone Partners – Marketing Campaign,Marketing Campaign,Meridian Group,Medium,Completed,2021-06-20,2022-10-29,122753,39068,864491,682032,23,41.6,2.8,North America,Yes
320449,Cornerstone Inc – Cloud Migration,Cloud Migration,OmegaRetail,Low,Completed,2023-09-15,2024-01-10,53449,52811,588983,593699,21,56.1,2.7,Europe,Yes
300992,Meridian Group – Marketing Campaign,Marketing Campaign,JetStream LLC,Low,Cancelled,2022-05-29,2023-11-10,54054,30824,654718,623125,3,,,Middle East,Yes
995940,NovaCare – Marketing Campaign,Marketing Campaign,InnovateCo,Medium,Planning,2020-04-19,2021-04-06,97891,6415,911131,993892,6,,,Middle East,No
319401,Frontier AI – Mobile App,Mobile App,HorizonBank,Low,Planning,2022-03-05,2023-04-23,13503,452,696251,253347,18,,,Middle East,No
287693,Keystone Partners – AI/ML Model,AI/ML Model,OmegaRetail,Medium,On Hold,2022-10-10,2023-07-09,273386,248317,182857,906527,14,21.3,,Middle East,Yes
317264,Elevate Health – API Integration,API Integration,InnovateCo,Medium,In Progress,2021-09-18,2022-05-23,142885,90948,249811,910143,20,50.7,,North America,Yes
888133,Frontier AI – Mobile App,Mobile App,GlobalTech,Medium,In Progress,2023-04-10,2023-05-31,292011,174867,527398,308376,21,57.3,,LATAM,No
553515,Elevate Health – Security Audit,Security Audit,Keystone Partners,Medium,Planning,2022-02-22,2022-04-05,280855,17807,375201,349183,9,,,North America,Yes
186422,InnovateCo – Cloud Migration,Cloud Migration,Delta Systems,High,Planning,2020-07-20,2020-10-18,369852,68541,262316,772875,3,,,APAC,Yes
807901,Apex Corp – AI/ML Model,AI/ML Model,Meridian Group,Medium,In Progress,2023-05-22,2024-11-12,163898,75728,479580,567200,24,36.3,,APAC,Yes
962253,Delta Systems – AI/ML Model,AI/ML Model,Delta Systems,Low,In Progress,2022-11-15,2024-05-04,6558,4598,587455,790897,14,11.6,,Europe,No
345076,Meridian Group – Marketing Campaign,Marketing Campaign,LumaMedia,Low,Cancelled,2020-06-24,2020-12-31,65476,38602,552855,268720,15,,,LATAM,Yes
559990,Frontier AI – ERP Implementation,ERP Implementation,Delta Systems,Critical,In Progress,2020-09-19,2021-03-24,491399,388638,462479,288783,17,46.4,,LATAM,No
819074,JetStream LLC – Security Audit,Security Audit,Keystone Partners,Medium,In Progress,2020-03-06,2021-07-21,32184,25182,938338,856442,12,16.9,,Middle East,No
499841,Keystone Partners – API Integration,API Integration,InnovateCo,Low,Completed,2022-08-30,2022-11-23,75056,47170,451291,142608,16,31.4,2.9,Europe,Yes
966621,BlueSky Ltd – Product Launch,Product Launch,HorizonBank,Low,Completed,2022-03-01,2022-08-23,29470,13825,403915,827912,11,30.2,4.1,North America,Yes
643719,OmegaRetail – Web Platform,Web Platform,NovaCare,High,In Progress,2020-08-14,2020-11-18,510819,323062,138436,551860,17,37.5,,Europe,Yes
315667,InnovateCo – Cloud Migration,Cloud Migration,LumaMedia,Low,Planning,2023-03-23,2024-08-14,67230,2134,428709,988456,8,,,LATAM,Yes
311500,OmegaRetail – Web Platform,Web Platform,JetStream LLC,High,In Progress,2023-05-23,2024-08-08,147077,147208,244247,588983,12,26.1,,LATAM,No
585171,Meridian Group – Product Launch,Product Launch,Elevate Health,Critical,Cancelled,2022-07-23,2023-02-15,391056,213017,935474,896907,24,,,LATAM,Yes
535214,Delta Systems – API Integration,API Integration,OmegaRetail,High,On Hold,2023-09-11,2024-01-12,533065,367363,132653,142608,5,15.3,,Europe,Yes
758592,Meridian Group – Marketing Campaign,Marketing Campaign,InnovateCo,Medium,Cancelled,2024-01-19,2025-05-24,54993,49127,354801,156778,15,,,North America,Yes
180251,BlueSky Ltd – Mobile App,Mobile App,Keystone Partners,Medium,In Progress,2021-02-28,2021-12-14,256420,112853,735324,275490,2,56.0,,LATAM,No
460351,BlueSky Ltd – Security Audit,Security Audit,BlueSky Ltd,Medium,In Progress,2020-08-22,2021-09-19,39804,12304,475479,953047,23,37.9,,Middle East,Yes
848244,Cornerstone Inc – ERP Implementation,ERP Implementation,Elevate Health,High,In Progress,2020-12-15,2022-03-19,372701,378413,534574,963918,5,24.2,,North America,No
276636,OmegaRetail – Mobile App,Mobile App,Keystone Partners,Critical,Cancelled,2022-01-03,2022-05-04,773051,332776,844261,722518,3,,,Middle East,Yes
563531,Frontier AI – Web Platform,Web Platform,OmegaRetail,High,In Progress,2023-05-10,2023-06-11,403301,273191,815198,892630,14,41.0,,Europe,Yes
195825,BlueSky Ltd – Web Platform,Web Platform,Meridian Group,Low,Completed,2021-01-28,2022-02-10,6908,4051,316899,848022,9,10.6,4.9,Europe,Yes
146150,GlobalTech – Security Audit,Security Audit,GlobalTech,High,Planning,2023-07-07,2023-11-11,423032,27300,546157,414164,19,,,North America,Yes
324164,NovaCare – Mobile App,Mobile App,Elevate Health,Medium,In Progress,2023-09-01,2024-03-10,111027,34723,944151,994141,8,33.7,,Middle East,Yes
146073,Meridian Group – Mobile App,Mobile App,OmegaRetail,Medium,In Progress,2022-10-20,2024-04-05,178090,169615,532723,933456,19,39.1,,Middle East,Yes
364178,Keystone Partners – Mobile App,Mobile App,Meridian Group,Medium,Cancelled,2024-04-28,2025-05-18,223720,196026,538967,449247,7,,,APAC,No
170793,Delta Systems – AI/ML Model,AI/ML Model,Apex Corp,Critical,On Hold,2022-11-12,2023-11-04,1426911,972546,667296,827912,18,7.5,,Middle East,Yes
423851,Delta Systems – API Integration,API Integration,Cornerstone Inc,Low,Planning,2020-05-02,2020-08-10,36922,4576,504630,672892,11,,,LATAM,Yes
773226,Meridian Group – Web Platform,Web Platform,Meridian Group,Medium,Cancelled,2021-11-04,2022-02-10,252640,234542,457311,926394,22,,,North America,No
779525,Keystone Partners – Cloud Migration,Cloud Migration,Delta Systems,Critical,Completed,2021-12-02,2022-05-05,1976151,1823873,403915,376021,3,19.3,4.8,Europe,No
646802,Cornerstone Inc – AI/ML Model,AI/ML Model,BlueSky Ltd,High,In Progress,2022-10-03,2022-12-07,740374,225914,287155,725113,22,66.3,,Europe,Yes
347789,JetStream LLC – Marketing Campaign,Marketing Campaign,Delta Systems,High,In Progress,2024-01-17,2024-05-27,569762,321769,623125,232378,7,36.6,,APAC,Yes
704422,LumaMedia – ERP Implementation,ERP Implementation,GlobalTech,Medium,In Progress,2022-01-06,2022-08-27,272272,100199,910143,283017,17,24.7,,Europe,No
120773,LumaMedia – Security Audit,Security Audit,Cornerstone Inc,Low,Planning,2021-09-06,2022-08-06,15909,2414,793805,856442,19,,,APAC,No
586173,HorizonBank – Cloud Migration,Cloud Migration,Delta Systems,Low,In Progress,2022-09-11,2022-11-16,54171,42135,449247,475479,24,43.1,,Europe,Yes
104383,JetStream LLC – Web Platform,Web Platform,BlueSky Ltd,Medium,In Progress,2022-03-19,2023-08-27,232103,252258,503457,504630,14,20.9,,LATAM,Yes
230524,HorizonBank – Security Audit,Security Audit,Keystone Partners,High,Completed,2024-04-28,2025-09-07,537491,598513,589491,611945,13,39.1,3.8,APAC,Yes
782524,LumaMedia – Security Audit,Security Audit,Keystone Partners,Low,Cancelled,2020-03-11,2021-07-25,37347,18897,466749,178957,22,,,North America,Yes
374025,Apex Corp – Product Launch,Product Launch,BlueSky Ltd,Low,Cancelled,2023-05-18,2024-04-08,24315,12550,404955,327558,7,,,North America,No
516983,Keystone Partners – Product Launch,Product Launch,OmegaRetail,High,On Hold,2020-12-05,2022-03-04,277995,290395,848831,684572,24,27.9,,LATAM,Yes
869584,LumaMedia – Security Audit,Security Audit,GlobalTech,High,Completed,2021-12-06,2023-02-25,747083,587745,225636,182857,25,67.8,3.0,APAC,Yes
276578,LumaMedia – ERP Implementation,ERP Implementation,Cornerstone Inc,Critical,Completed,2022-05-05,2023-02-27,346468,331806,574379,386488,11,37.2,3.4,Europe,No
290824,Meridian Group – Marketing Campaign,Marketing Campaign,Meridian Group,High,In Progress,2021-01-15,2021-05-27,674639,669386,211090,421549,7,30.7,,Europe,Yes
528649,BlueSky Ltd – ERP Implementation,ERP Implementation,Frontier AI,High,Planning,2021-08-23,2021-11-04,747349,24830,910143,493892,10,,,North America,Yes
601111,JetStream LLC – ERP Implementation,ERP Implementation,InnovateCo,High,Completed,2020-01-15,2021-01-19,144022,75779,335137,329471,3,50.0,2.5,APAC,No
596219,Keystone Partners – AI/ML Model,AI/ML Model,GlobalTech,Low,In Progress,2021-12-03,2022-06-12,53599,47144,927564,975373,13,46.3,,LATAM,Yes
473323,LumaMedia – AI/ML Model,AI/ML Model,Meridian Group,High,Completed,2022-04-02,2023-05-08,559114,581456,806765,745414,6,44.1,3.8,Europe,Yes
